Ticker,Rating Date,Fiscal Year,RTG_SP_LT_LC_ISSUER_CREDIT,COUNTRY,GICS_INDUSTRY_NAME,BS_TOT_ASSET,SALES_REV_TURN,CF_CASH_FROM_OPER,CF_CASH_FROM_INV_ACT,CF_CASH_FROM_FNC_ACT,RETURN_ON_ASSET,RETURN_ON_CAP,RETURN_COM_EQY,GROSS_MARGIN,ADJ_SG&A_TO_SALES,EBITDA_MARGIN,EBIT_MARGIN,OPER_INC_TO_NET_SALES,PROF_MARGIN,NORMALIZED_PROFIT_MARGIN,FREE_CASH_FLOW_MARGIN,ASSET_TURNOVER,NET_FIX_ASSET_TURN,ACCT_RCV_TURN,INVENT_TURN,CUR_RATIO,QUICK_RATIO,CASH_RATIO,ACCT_RCV_DAYS,INVENT_DAYS,ACCOUNTS_PAYABLE_TURNOVER_DAYS,CASH_CONVERSION_CYCLE,TOT_DEBT_TO_TOT_EQY,TOT_DEBT_TO_TOT_CAP,LT_DEBT_TO_COM_EQY,LT_DEBT_TO_TOT_CAP,NON_CUR_LIAB_TO_TOT_ASSET,EBIT_TO_INT_EXP,EBITDA_TO_TOT_INT_EXP,EBITDA_LES_CAP_EXPEND_TO_INT_EXPP,TOT_DEBT_TO_EBITDA,NET_DEBT_TO_EBITDA
WBA US Equity,31/12/2015,-2FY,BBB,US,Food & Staples Retailing,68782.00,103444.00,5664.00,-4276.00,-1034.00,7.96,13.52,16.43,25.86,21.65,5.89,4.21,4.21,4.08,4.32,4.27,1.95,7.57,20.55,10.40,1.19,0.59,0.18,17.76,35.11,33.15,19.72,45.95,31.48,43.15,29.15,30.42,6.89,9.63,7.65,2.36,1.87
WALAA AB Equity,31/12/2015,-2FY,NA,SR,Insurance,340.59,-55.64,-61.05,-18.17,30.11,-21.43,-22.67,-22.67,NA,NA,NA,NA,101.12,NA,NA,NA,-0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA
WDR US Equity,31/12/2015,-2FY,BBB+,US,Capital Markets,1555.15,1516.63,233.95,-22.60,-219.48,16.01,24.41,30.08,NA,NA,31.32,NA,26.69,16.19,16.31,13.57,0.99,15.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.38,18.29,22.38,18.29,NA,NA,42.91,NA,0.40,-0.78
WAB US Equity,31/12/2015,-2FY,BBB,US,Machinery,3229.51,3308.00,448.26,-380.14,-267.78,12.20,17.37,22.73,31.68,NA,20.32,18.37,18.37,12.05,12.60,12.06,1.01,9.56,7.05,4.57,2.32,1.08,0.34,51.77,79.90,58.93,72.74,40.69,28.92,40.70,28.90,26.73,35.98,39.81,36.88,1.03,0.69
WNC US Equity,31/12/2015,-2FY,BB-,US,Machinery,949.67,2027.49,131.80,-7.64,-91.41,11.10,15.80,25.11,14.97,NA,10.77,8.90,8.90,5.14,5.10,5.47,2.16,14.31,14.08,10.02,2.51,1.57,0.85,25.93,36.43,18.72,43.63,71.66,41.75,62.93,36.66,31.46,9.23,11.17,10.10,1.44,0.62
WTI US Equity,31/12/2015,-2FY,B,US,"Oil, Gas & Consumable Fuels",1208.02,507.27,132.55,86.08,-156.88,-53.61,-77.53,NA,-19.66,NA,-148.17,-225.86,-225.86,-205.95,-44.02,-19.49,0.26,0.29,9.92,NA,0.74,0.53,0.38,36.79,NA,91.37,NA,NA,178.54,NA,178.54,124.75,-11.77,-7.19,-9.40,NA,NA
VMC US Equity,31/12/2015,-2FY,BB+,US,Construction Materials,8301.63,3422.18,519.54,-308.59,-67.01,2.71,6.00,5.13,25.06,NA,24.10,16.07,16.07,6.46,6.99,6.73,0.42,1.10,9.10,7.67,3.07,1.93,0.80,40.11,47.60,NA,NA,44.46,30.78,44.46,30.78,42.09,2.49,3.69,2.40,2.40,2.06
UGB GG Equity,31/12/2015,-2FY,BB-,GG,NA,1224.05,127.93,160.66,-15.90,-89.60,1.33,3.53,10.45,NA,NA,NA,NA,13.75,18.16,18.45,NA,0.11,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,234.24,70.08,94.92,28.40,NA,NA,NA,NA,NA,NA
VTBR RM Equity,31/12/2015,-2FY,BB+,RU,Banks,13641900.00,1300000.00,160100.00,-596900.00,310700.00,0.08,0.03,0.17,NA,NA,NA,NA,17.81,2.19,2.68,22.33,0.10,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.44,74.45,391.23,52.84,NA,NA,NA,NA,NA,NA
VPBN SW Equity,31/12/2015,-2FY,A-,LC,Capital Markets,11204.66,293.66,-7.97,356.59,-64.72,0.18,1.28,2.28,NA,NA,NA,NA,7.01,7.20,7.20,-2.86,0.03,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.23,44.51,45.22,25.09,NA,NA,NA,NA,NA,NA
VZRZ RM Equity,31/12/2015,-2FY,BB-    *-,RU,Banks,227922.00,25604.00,9942.00,3060.00,-6706.00,0.55,2.38,4.94,NA,NA,NA,NA,5.83,7.96,7.04,62.58,0.12,8.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.79,54.71,40.50,18.33,NA,NA,NA,NA,NA,NA
VOYA US Equity,31/12/2015,-2FY,BBB,US,Diversified Financial Services,218223.50,11241.60,3245.70,-4273.90,1010.00,0.18,4.64,2.76,NA,NA,NA,NA,9.37,3.63,-0.33,28.34,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.26,17.53,25.75,17.53,NA,NA,NA,NA,NA,NA
VNO US Equity,31/12/2015,-2FY,BBB+,US,Equity Real Estate Investment,21143.29,1985.50,672.09,-732.42,618.86,3.60,4.51,12.49,NA,NA,55.73,31.20,31.20,38.30,15.46,-33.42,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.41,56.03,175.51,48.06,NA,2.00,3.05,-0.63,10.02,8.36
VNA GR Equity,31/12/2015,-2FY,BBB+,GE,Real Estate Management & Devel,14759.20,1307.50,270.50,-1183.20,1929.70,3.11,3.67,9.16,NA,NA,63.03,62.46,62.46,30.70,11.36,2.26,0.10,NA,NA,NA,3.53,NA,3.10,NA,NA,NA,NA,113.34,53.13,60.79,23.58,NA,2.91,2.94,2.08,8.20,6.30
VOLVB SS Equity,31/12/2015,-2FY,BBB,SW,Machinery,374165.00,312515.00,25858.00,-11351.00,-19701.00,3.98,7.55,18.57,22.99,NA,12.89,7.51,7.51,4.82,4.01,2.81,0.83,3.62,3.84,5.35,1.00,0.63,0.14,95.06,68.19,85.57,77.69,154.90,60.77,89.82,34.50,31.68,9.92,17.02,9.80,3.29,2.28
VOW GR Equity,31/12/2015,-2FY,BBB+,GE,Automobiles,381935.00,213292.00,13679.00,-21151.00,9300.00,-0.37,-0.10,-1.91,15.90,NA,7.31,-1.91,-1.91,-0.64,5.10,0.22,0.58,3.29,3.75,5.39,0.98,0.63,0.24,97.45,67.67,39.89,125.23,164.95,62.26,91.04,31.34,38.01,-2.54,9.71,1.48,9.34,-1.52
VOD LN Equity,31/12/2015,-2FY,BBB+,GB,Wireless Telecommunication Ser,169589.02,53826.09,11441.57,-14230.57,-1354.99,4.71,6.88,8.41,26.87,NA,27.48,4.83,4.83,13.64,0.13,5.70,0.35,1.71,10.87,66.92,0.69,0.51,0.37,33.59,5.45,57.62,-18.58,51.76,34.11,33.92,21.83,21.17,1.48,7.64,3.31,3.02,2.10
VMW US Equity,31/12/2015,-2FY,NA,US,Software,15746.00,6571.00,1899.00,-336.00,-1141.00,6.44,11.00,12.86,84.51,39.57,23.31,18.22,18.22,15.17,17.82,23.83,0.42,6.08,4.17,NA,2.27,2.21,1.82,87.57,NA,61.13,NA,18.93,15.92,18.94,15.92,23.46,46.04,58.92,46.12,0.98,-3.92
VIV FP Equity,31/12/2015,-2FY,BBB,FR,Media,34946.00,10762.00,224.00,4578.00,-3470.00,5.47,8.28,8.89,39.09,NA,18.06,11.44,11.44,17.95,4.36,-0.21,0.30,14.80,5.22,56.75,1.51,1.30,1.06,69.90,6.43,123.53,-47.20,11.48,10.30,7.47,6.63,14.43,18.94,29.91,26.11,1.24,-3.56
VST US Equity,31/12/2015,-2FY,NA,US,Independent Power and Renewabl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VC US Equity,31/12/2015,-2FY,B+,US,Auto Components,4681.00,3245.00,338.00,2358.00,-794.00,45.66,106.73,237.67,13.25,NA,9.80,4.59,4.59,70.39,1.62,4.65,0.65,3.62,3.46,7.78,1.46,1.19,1.00,105.39,46.94,123.49,28.84,31.94,24.21,32.73,21.87,15.17,7.84,16.74,6.89,1.20,-7.52
VSTO US Equity,31/12/2015,-2FY,BB+,US,Leisure Products,2512.45,2083.41,154.34,-42.87,112.48,3.20,4.91,6.31,25.39,NA,12.03,8.84,8.84,3.82,7.19,5.33,0.84,10.97,6.18,3.90,3.30,2.06,0.86,59.09,93.64,38.23,114.49,20.60,17.08,19.54,16.20,22.12,6.12,8.33,6.89,1.35,0.30
VKSC US Equity,31/12/2015,-2FY,B,US,Containers & Packaging,346.26,342.52,2.79,-38.15,0.54,2.30,10.10,NA,23.72,NA,15.23,10.38,10.38,2.30,2.41,-10.35,1.00,2.35,5.97,4.57,2.60,1.33,0.45,61.32,80.15,38.79,102.68,NA,104.33,NA,104.14,82.49,1.69,2.28,0.61,4.13,3.53
VIS PN Equity,31/12/2015,-2FY,BB-,PG,NA,4298074.47,816796.73,138012.35,-622377.55,593006.76,NA,NA,NA,NA,NA,NA,NA,8.57,12.50,10.29,20.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.71,62.65,162.88,60.84,NA,NA,NA,NA,NA,NA
VSH US Equity,31/12/2015,-2FY,BB+,US,"Electronic Equipment, Instrume",3152.99,2300.49,245.33,-297.38,-64.62,-3.38,-6.67,-6.29,23.57,NA,11.91,4.25,4.25,-4.72,4.74,4.27,0.72,2.61,8.46,4.16,4.12,2.99,2.39,43.17,87.72,34.50,96.39,26.83,21.15,26.92,21.15,33.85,3.81,10.67,4.94,1.59,-2.40
V US Equity,31/12/2015,-2FY,A+,US,IT Services,39367.00,13880.00,6584.00,-1435.00,-3602.00,16.24,22.11,22.10,NA,NA,68.86,65.30,65.30,45.59,44.32,44.45,0.36,7.34,16.63,NA,1.87,1.28,1.12,21.94,NA,NA,NA,0.00,0.00,0.00,0.00,10.59,3021.33,3186.00,3048.00,0.00,-0.98
VRTS US Equity,31/12/2015,-2FY,NA,US,Capital Markets,859.73,396.42,-209.43,-6.44,109.95,4.51,5.24,6.54,NA,NA,18.73,NA,16.84,8.86,13.39,-54.08,0.51,48.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,0.00,0.00,0.00,NA,NA,141.94,NA,0.00,-1.31
VAH AU Equity,31/12/2015,-2FY,B+,AU,Airlines,5779.60,4706.00,183.20,-572.90,634.40,-2.12,-0.02,-10.43,NA,NA,4.17,-1.69,-1.69,-2.35,-0.58,-8.37,0.90,1.63,28.40,30.87,0.69,0.52,0.45,12.85,11.82,197.89,-173.21,270.59,73.02,215.67,61.38,42.55,-0.60,1.20,-2.34,14.09,8.84
VIPS US Equity,31/12/2015,-2FY,NA,CH,Internet & Direct Marketing Re,20035.52,40203.21,1915.09,-2937.31,-444.14,8.60,22.00,52.18,24.62,NA,6.60,5.15,5.15,3.95,3.95,-0.69,2.17,16.54,421.43,7.43,1.00,0.44,0.42,0.87,49.11,74.47,-24.50,114.94,53.48,114.66,52.25,21.24,24.14,30.95,5.38,1.56,-0.47
VIC VN Equity,31/12/2015,-2FY,B,VN,Real Estate Management & Devel,145554357.55,34047966.31,29055671.72,-40251212.00,10526491.67,1.03,4.55,5.59,34.39,NA,20.69,14.18,14.18,3.57,5.42,42.71,0.29,0.74,9.76,1.01,1.04,0.34,0.28,37.38,362.26,39.13,360.51,91.92,47.89,143.36,45.92,29.59,1.77,2.59,-2.74,4.90,2.34
DG FP Equity,31/12/2015,-2FY,A-,FR,Construction & Engineering,62147.00,39161.00,4522.00,-1938.00,-2997.00,3.27,7.27,13.70,NA,NA,14.39,9.20,9.20,5.22,5.28,7.37,0.63,9.15,7.01,NA,0.83,0.42,0.21,52.04,NA,NA,NA,124.46,55.45,99.22,43.81,31.34,5.23,7.92,5.62,3.37,2.32
CTG VN Equity,31/12/2015,-2FY,BB-,VN,Banks,779483487.00,47567591.00,9294623.00,-84469742.00,68993193.00,0.79,2.57,8.11,NA,NA,NA,NA,15.44,23.81,18.79,30.84,0.07,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.15,76.97,158.10,36.26,NA,NA,NA,NA,NA,NA
EIB VN Equity,31/12/2015,-2FY,B+,VN,Banks,124849675.00,9278507.00,2771687.00,4953683.00,-35513124.00,0.03,0.10,0.30,NA,NA,NA,NA,0.66,0.98,0.98,60.75,0.07,8.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.33,46.62,26.97,14.40,NA,NA,NA,NA,NA,NA
VIG AV Equity,31/12/2015,-2FY,A+,AS,Insurance,44425.09,9610.37,1426.90,-1029.41,-335.45,0.85,6.50,7.79,NA,NA,NA,NA,5.54,3.82,4.25,12.29,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.13,20.72,27.55,20.11,NA,NA,NA,NA,NA,NA
VYEY US Equity,31/12/2015,-2FY,BB-,US,NA,1.20,0.70,-1.14,-0.05,1.17,-176.97,-815.28,NA,5.66,NA,-326.97,-388.95,-388.95,-461.65,-316.72,-626.45,0.38,0.44,8.80,NA,0.07,0.02,0.00,41.50,NA,409.33,NA,NA,NA,NA,0.00,3.36,-41.49,-34.88,-84.26,NA,NA
VCTR US Equity,31/12/2015,-2FY,BB-,US,Capital Markets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VCX AU Equity,31/12/2015,-2FY,A-,AU,Equity Real Estate Investment,15637.90,856.10,456.00,72.20,-511.90,5.38,5.65,8.09,NA,NA,48.28,47.89,47.89,78.86,47.09,30.04,0.07,NA,NA,NA,0.12,NA,0.05,NA,NA,NA,NA,40.61,28.88,27.80,19.77,NA,2.73,2.58,1.34,10.41,10.15
VICI US Equity,31/12/2015,-2FY,NA,US,Equity Real Estate Investment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VSAT US Equity,31/12/2015,-2FY,B+,US,Communications Equipment,2158.38,1382.54,349.52,-476.55,120.95,1.96,3.63,4.08,30.28,NA,22.03,6.01,6.01,2.92,0.42,-1.23,0.67,1.24,5.14,7.77,1.83,1.19,0.19,70.85,46.82,32.89,84.78,77.29,43.59,77.64,43.58,39.21,2.64,9.69,-1.97,2.65,2.48
VIAB US Equity,31/12/2015,-2FY,BBB-,US,Media,22143.00,13268.00,2313.00,-257.00,-2550.00,8.51,15.43,52.97,48.24,NA,25.13,23.45,23.45,14.49,16.66,16.36,0.59,13.52,4.52,8.42,1.19,0.89,0.16,80.78,43.37,26.30,97.85,321.77,76.29,346.72,76.18,65.36,4.74,5.07,4.86,3.68,3.50
VFC US Equity,31/12/2015,-2FY,A,US,"Textiles, Apparel & Luxury Goo",9639.54,12032.66,1203.43,-322.82,-906.90,12.64,18.17,22.36,48.18,NA,17.12,14.86,14.86,10.24,11.29,7.89,1.24,12.75,9.38,4.10,2.14,1.15,0.49,38.81,88.67,39.57,87.92,34.44,25.62,26.03,19.36,23.99,20.14,23.21,20.34,0.90,0.44
VESTL TI Equity,31/12/2015,-2FY,B-,TU,Household Durables,7321.35,7767.30,522.22,-434.40,170.24,1.50,11.19,7.52,20.21,NA,9.83,6.35,6.35,1.25,1.31,3.02,1.20,5.67,4.54,4.14,1.06,0.54,0.14,80.46,88.09,179.31,-10.76,120.35,54.62,90.35,39.67,18.78,2.07,3.21,2.00,2.16,1.34
VSM US Equity,31/12/2015,-2FY,NA,US,Semiconductors & Semiconductor,887.40,1009.30,274.40,-19.70,-286.50,19.16,23.63,23.84,38.92,NA,27.63,22.00,22.00,18.24,19.63,25.00,1.05,3.09,7.83,4.85,3.29,1.62,0.20,46.63,75.28,27.90,94.01,0.00,0.00,0.00,0.00,6.43,2220.00,2789.00,2568.00,0.00,-0.06
VET CN Equity,31/12/2015,-2FY,BB-,CA,"Oil, Gas & Consumable Fuels",4209.22,915.02,444.41,-541.74,18.60,-5.06,-5.31,-11.20,70.76,NA,24.05,-26.09,-26.09,-23.75,0.66,-7.80,0.21,0.24,5.51,23.69,0.57,0.40,0.08,66.28,15.41,NA,NA,75.94,43.16,63.84,36.28,43.88,-3.99,3.68,-4.94,6.41,6.22
VZ US Equity,31/12/2015,-2FY,BBB+,US,Diversified Telecommunication,244175.00,131620.00,39027.00,-30043.00,-15112.00,7.50,16.95,124.48,60.07,NA,37.29,25.12,25.12,13.58,12.35,16.15,0.55,1.52,9.59,43.71,0.64,0.52,0.14,38.06,8.35,39.16,7.25,615.00,86.01,628.44,80.93,78.34,6.72,8.92,5.69,2.24,2.14
VRSK US Equity,31/12/2015,-2FY,BBB-,US,Professional Services,5593.70,1760.70,623.70,-3006.30,2481.60,12.79,19.27,64.13,65.24,NA,52.18,39.95,39.95,28.83,25.14,25.99,0.44,5.40,8.57,NA,0.41,0.24,0.10,42.57,NA,NA,NA,229.28,69.63,165.52,50.27,49.03,5.79,7.57,6.20,3.42,3.27
VRSN US Equity,31/12/2015,-2FY,BB+,US,Internet Software & Services,2357.74,1059.37,651.48,-496.90,-117.53,17.62,71.76,NA,81.80,NA,63.00,57.20,57.20,35.42,36.09,57.66,0.50,3.45,81.22,NA,1.31,1.28,1.27,4.49,NA,49.82,NA,NA,233.93,NA,154.57,81.65,5.63,6.20,5.82,2.80,-0.07
VRNT US Equity,31/12/2015,-2FY,BB,US,Software,2340.45,1128.44,193.73,-676.84,389.56,1.50,4.01,3.81,63.21,NA,15.83,7.01,7.01,2.74,7.60,15.12,0.55,21.99,4.94,29.45,1.49,1.22,0.67,73.81,12.40,59.92,26.29,72.27,41.95,72.78,41.95,36.65,2.16,4.87,4.24,4.07,2.27
PAY US Equity,31/12/2015,-2FY,BB,US,"Electronic Equipment, Instrume",2473.06,2000.46,249.29,-128.45,-162.16,3.07,NA,8.18,41.29,19.05,13.82,5.35,5.35,3.95,5.23,7.14,0.78,10.85,5.99,9.25,1.45,1.05,0.39,60.89,39.47,54.22,46.14,85.54,46.10,84.52,43.85,40.33,NA,NA,NA,2.89,2.14
VER US Equity,31/12/2015,-2FY,BB,US,Equity Real Estate Investment,17405.87,1556.02,867.01,932.60,-2147.22,-1.67,-1.77,-5.00,NA,NA,60.02,4.33,4.33,-20.33,-3.42,50.70,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.49,48.05,88.70,39.41,NA,0.19,2.61,2.39,8.63,8.56
VER AV Equity,31/12/2015,-2FY,BBB+,AS,Electric Utilities,12247.30,2871.08,717.60,18.23,-777.49,1.01,3.18,2.62,NA,NA,29.13,14.35,14.35,4.39,6.34,8.96,0.23,0.30,10.08,NA,0.69,0.19,0.03,36.21,NA,NA,NA,70.20,41.25,61.86,32.27,44.04,2.21,4.25,1.91,4.43,4.38
VEON US Equity,31/12/2015,-2FY,BB,NE,Wireless Telecommunication Ser,33854.00,9606.00,2033.00,-2634.00,-1813.00,-1.75,-0.07,-14.94,77.43,NA,26.97,5.45,5.45,-6.82,-15.52,-1.81,0.26,1.06,NA,19.62,0.97,0.65,0.65,NA,18.60,489.07,NA,251.36,71.54,215.01,59.17,72.14,0.63,3.13,0.46,3.78,2.38
VIE FP Equity,31/12/2015,-2FY,BBB,FR,Multi-Utilities,37103.30,24964.80,2034.60,-873.70,-235.40,1.22,3.87,4.49,17.04,NA,10.26,4.42,4.42,1.75,2.43,2.75,0.70,3.71,3.82,27.85,0.95,0.73,0.30,95.55,13.11,75.36,33.30,135.17,57.48,100.27,37.36,34.49,2.77,6.45,3.06,4.82,3.04
VTR US Equity,31/12/2015,-2FY,BBB+,US,Equity Real Estate Investment,22261.92,3286.40,1391.77,-2423.69,1029.60,1.92,2.06,4.58,NA,NA,52.48,22.86,22.86,12.71,15.38,-45.10,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.10,53.29,20.99,9.55,NA,2.05,4.68,-3.12,6.50,6.47
VNTR US Equity,31/12/2015,-2FY,NA,GB,Chemicals,3413.00,2162.00,203.00,-205.00,-9.00,NA,NA,NA,5.37,NA,-11.89,-16.84,-16.84,-17.21,-10.65,-0.37,NA,NA,NA,NA,1.19,0.62,0.02,NA,NA,NA,NA,144.64,59.12,146.84,58.62,43.28,-7.00,-4.94,-9.00,NA,NA
VVC US Equity,31/12/2015,-2FY,A-,US,Multi-Utilities,5400.00,2434.70,505.20,-469.60,-47.30,3.74,7.43,11.99,65.17,NA,25.39,14.86,14.86,8.10,8.10,1.16,0.46,0.62,6.66,6.72,1.25,0.84,0.14,54.78,54.28,105.24,3.82,106.92,51.67,101.73,49.16,NA,4.28,5.28,1.21,2.91,2.79
VCT NZ Equity,31/12/2015,-2FY,BBB,NZ,Multi-Utilities,6122.96,1153.41,369.19,-332.09,-37.17,2.44,5.56,6.39,NA,NA,44.29,27.37,27.37,12.67,8.39,4.97,0.19,0.28,7.33,NA,0.44,0.33,0.02,49.78,NA,NA,NA,123.43,55.24,113.31,50.37,53.79,1.77,2.77,1.08,5.55,5.54
VGR US Equity,31/12/2015,-2FY,B,US,Tobacco,1280.62,1217.55,144.48,-22.36,-208.11,4.38,17.24,NA,44.96,NA,18.53,16.42,16.42,4.86,5.40,10.96,0.90,15.24,51.57,7.58,2.70,2.06,1.95,7.08,48.16,5.38,49.86,NA,116.44,NA,115.24,92.65,1.66,1.87,1.78,3.83,1.96
VACN SW Equity,31/12/2015,-2FY,NA,SZ,Machinery,392.02,363.75,80.13,-41.21,-119.51,18.95,22.57,22.56,61.39,NA,26.72,22.69,22.69,21.64,25.48,18.08,0.88,2.92,5.99,2.62,5.83,3.41,1.83,60.98,139.53,26.03,174.47,0.00,0.00,0.00,0.00,7.30,4855.47,5716.35,4872.59,0.00,-0.76
VVV US Equity,31/12/2015,-2FY,NA,US,Chemicals,977.90,1966.90,329.80,-26.00,-303.80,19.04,NA,29.23,34.83,NA,18.36,16.43,16.43,9.97,11.32,14.48,1.91,7.48,5.44,9.91,1.60,1.12,0.00,67.05,36.82,NA,NA,0.68,0.68,0.68,0.68,6.36,NA,NA,NA,0.01,0.01
VMI US Equity,31/12/2015,-2FY,BBB+,US,Construction & Engineering,2392.38,2618.92,272.27,-48.17,-246.60,1.57,3.58,3.78,23.71,NA,8.51,5.03,5.03,1.53,5.03,8.66,1.02,4.60,5.22,5.71,3.35,2.22,0.95,69.73,63.78,34.63,98.88,78.63,44.02,82.41,43.90,44.33,2.95,4.99,3.98,3.41,1.84
VK FP Equity,31/12/2015,-2FY,BB+,FR,Energy Equipment & Services,6991.28,3803.42,403.03,-278.85,-608.32,-10.66,-13.76,-27.07,3.89,NA,-12.92,-22.04,-22.04,-22.74,-15.27,3.55,0.47,1.08,4.50,2.86,1.54,0.69,0.37,81.12,127.62,75.13,133.61,69.67,41.06,66.64,34.21,32.12,-7.51,-4.40,-6.80,NA,NA
VLY US Equity,31/12/2015,-2FY,BBB+,US,Banks,21612.62,790.83,154.93,-1700.40,1128.86,0.51,2.12,5.01,NA,NA,NA,NA,16.05,16.24,20.86,19.07,0.04,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.71,57.03,88.53,36.06,NA,NA,NA,NA,NA,NA
VR US Equity,31/12/2015,-2FY,BBB+,BD,Insurance,10515.81,2345.28,334.51,-370.83,209.04,3.63,9.81,10.28,NA,NA,NA,NA,23.68,15.99,17.49,14.26,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.50,14.89,23.59,14.89,NA,NA,NA,NA,NA,NA
VLP US Equity,31/12/2015,-2FY,NA,US,"Oil, Gas & Consumable Fuels",850.11,243.62,131.43,-421.03,133.81,11.15,11.97,20.05,NA,NA,60.00,44.32,44.32,41.80,53.96,41.24,0.27,0.33,NA,NA,7.50,6.09,6.09,NA,NA,NA,NA,188.23,65.31,187.92,65.20,64.31,17.66,23.91,18.85,3.74,3.18
VLO US Equity,31/12/2015,-2FY,BBB,US,"Oil, Gas & Consumable Fuels",44227.00,81824.00,5611.00,-2487.00,-2699.00,8.89,15.62,19.37,11.85,NA,10.02,7.77,7.77,4.88,4.87,4.88,1.82,3.06,28.41,11.52,2.13,1.08,0.59,12.85,31.68,20.93,23.60,34.35,25.57,35.11,25.12,35.90,14.68,16.27,13.06,0.89,0.39
FR FP Equity,31/12/2015,-2FY,BBB,FR,Auto Components,11440.00,14544.00,1636.00,-1104.00,-175.00,6.79,16.72,23.47,17.69,NA,11.74,6.48,6.48,5.01,5.63,6.55,1.36,5.55,7.98,11.41,0.99,0.69,0.32,45.74,32.00,88.66,-10.92,47.26,32.09,32.97,21.06,20.88,10.25,18.55,11.12,1.02,0.01
VRX CN Equity,31/12/2015,-2FY,B+,US,Pharmaceuticals,48964.50,10446.50,2200.40,-15577.40,13651.70,-0.78,2.98,-5.21,75.26,NA,39.77,14.62,14.62,-2.79,1.75,18.81,0.28,7.59,4.39,2.41,1.04,0.62,0.11,83.20,151.51,51.42,183.30,515.58,83.76,512.02,81.54,76.84,0.98,2.66,2.51,7.48,7.34
VALE3 BZ Equity,31/12/2015,-2FY,BBB,BZ,Metals & Mining,345549.44,78057.42,16783.36,-21180.48,7863.48,-13.50,-17.72,-31.86,19.57,NA,-16.93,-32.88,-32.88,-56.64,-24.53,-13.00,0.24,0.37,10.79,4.88,1.47,0.48,0.34,33.82,74.80,69.80,38.82,80.81,44.69,78.44,40.81,47.73,-4.66,-1.64,-5.00,NA,NA
INCO IJ Equity,31/12/2015,-2FY,BB,ID,Metals & Mining,2289.16,789.75,127.85,-196.54,-38.81,2.18,2.92,2.79,14.99,NA,27.18,11.82,11.82,6.39,6.39,2.72,0.34,0.49,9.24,5.52,4.01,2.45,1.92,39.49,66.15,45.86,59.79,7.97,7.38,5.99,5.55,13.40,9.40,21.64,10.91,0.68,-0.65
VAKBN TI Equity,31/12/2015,-2FY,BB+,TU,Banks,189585.56,17538.69,-1293.46,-22560.11,23719.79,1.10,2.76,12.58,NA,NA,NA,NA,13.49,20.95,20.11,-23.14,0.10,14.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.11,75.85,177.24,41.53,NA,NA,NA,NA,NA,NA
USIM5 BZ Equity,31/12/2015,-2FY,B+,BZ,Metals & Mining,27758.33,10185.57,225.26,-1220.04,-314.77,-11.11,-14.41,-21.48,1.69,NA,-23.69,-36.57,-36.57,-31.77,-13.17,-4.91,0.35,0.67,7.62,3.20,1.53,0.77,0.45,47.93,114.19,61.91,100.21,52.48,34.42,44.43,26.06,29.79,-12.10,-7.84,-10.19,NA,NA
USG US Equity,31/12/2015,-2FY,BB-,US,Building Products,4736.00,2913.00,331.00,-63.00,-54.00,22.86,35.31,107.54,22.31,NA,17.06,12.19,12.19,34.02,33.82,8.14,0.67,1.58,7.33,7.04,1.41,1.04,0.64,49.81,51.85,44.57,57.09,151.46,60.23,116.64,46.39,48.75,2.18,3.05,2.47,4.38,3.02
